/(Epi Dt),Confirmed + Probable Title,County Parameter Cum Curve,运行 Confirm + Probable cases 的 总和,Confirmed cases (running sum),Probable cases (running sum),Window Max Cum Cases
2020/11/6/,confirmed and probable,Eau Claire County,5680,5614,66,7674
2020/11/7/,confirmed and probable,Eau Claire County,5826,5760,66,7674
2020/11/8/,confirmed and probable,Eau Claire County,5975,5907,68,7674
2020/11/9/,confirmed and probable,Eau Claire County,6197,6124,73,7674
2020/11/10/,confirmed and probable,Eau Claire County,6365,6290,75,7674
2020/11/11/,confirmed and probable,Eau Claire County,6548,6467,81,7674
2020/11/12/,confirmed and probable,Eau Claire County,6701,6618,83,7674
2020/11/13/,confirmed and probable,Eau Claire County,6845,6757,88,7674
2020/11/14/,confirmed and probable,Eau Claire County,6958,6865,93,7674
2020/11/15/,confirmed and probable,Eau Claire County,7051,6949,102,7674
2020/11/16/,confirmed and probable,Eau Claire County,7194,7090,104,7674
2020/11/17/,confirmed and probable,Eau Claire County,7313,7207,106,7674
2020/11/18/,confirmed and probable,Eau Claire County,7405,7299,106,7674
2020/11/19/,confirmed and probable,Eau Claire County,7472,7365,107,7674
2020/11/20/,confirmed and probable,Eau Claire County,7534,7426,108,7674
2020/11/21/,confirmed and probable,Eau Claire County,7574,7464,110,7674
2020/11/22/,confirmed and probable,Eau Claire County,7605,7495,110,7674
2020/11/23/,confirmed and probable,Eau Claire County,7648,7537,111,7674
2020/11/24/,confirmed and probable,Eau Claire County,7670,7559,111,7674
2020/11/25/,confirmed and probable,Eau Claire County,7674,7563,111,7674
